node_index,source_node_id,pos_x,pos_y,is_stop_only
10146,289430407,6002.36,2484.95,False
10147,289430326,5985.89,2547.81,False
10148,289430421,6019.75,2419.51,False
10149,289430407,6002.36,2484.95,False
10150,2129977319,6035.62,2355.8,False
10151,289430421,6019.75,2419.51,False
10152,289430430,6044.55,2320.0,False
10153,2129977319,6035.62,2355.8,False
10154,289430432,6059.46,2258.29,False
10155,289430430,6044.55,2320.0,False
10156,2129977285,6069.62,2216.2,False
10157,289430432,6059.46,2258.29,False
10158,cluster_289430356_5298901692,6078.32,2166.31,False
10159,2129977285,6069.62,2216.2,False
10160,2109053695,5943.44,2469.14,False
10161,289430407,6002.36,2484.95,False
10162,289430437,5891.87,2449.0,False
10163,2109053695,5943.44,2469.14,False
10164,2129977290,5946.65,2220.46,False
10165,7146731694,5942.85,2239.0,False
10166,289430442,5949.42,2204.98,False
10167,2129977290,5946.65,2220.46,False
10168,289430380,5958.27,2153.04,False
10169,289430442,5949.42,2204.98,False
10170,1720283011,5890.98,2429.35,False
10171,289430437,5891.87,2449.0,False
10172,1720282964,5894.62,2405.16,False
10173,1720283011,5890.98,2429.35,False
10174,289430440,5900.61,2385.54,False
10175,1720282964,5894.62,2405.16,False
10176,2129977316,5911.87,2347.56,False
10177,289430440,5900.61,2385.54,False
10178,2129977310,5921.98,2317.24,False
10179,2129977316,5911.87,2347.56,False
10180,289430441,5930.67,2287.59,False
10181,2129977310,5921.98,2317.24,False
10182,7146731692,5938.31,2257.09,False
10183,289430441,5930.67,2287.59,False
10184,7146731694,5942.85,2239.0,False
10185,7146731692,5938.31,2257.09,False
10186,289430450,5897.65,2197.19,False
10187,289430442,5949.42,2204.98,False
10188,289430453,5875.34,2260.99,False
10189,289430450,5897.65,2197.19,False
10190,2131136402,5962.17,2404.0,False
10191,289430440,5900.61,2385.54,False
10192,289430421,6019.75,2419.51,False
10193,2131136402,5962.17,2404.0,False
10194,288571442,6139.76,2454.34,False
10195,289430421,6019.75,2419.51,False
10196,2131136362,5988.07,2303.92,False
10197,289430441,5930.67,2287.59,False
10198,289430430,6044.55,2320.0,False
10199,2131136362,5988.07,2303.92,False
10200,2131136374,6131.14,2341.32,False
10201,289430430,6044.55,2320.0,False
10202,288571403,6164.33,2349.48,False
10203,2131136374,6131.14,2341.32,False
10204,289430454,6177.92,2289.05,False
10205,289430432,6059.46,2258.29,False
10206,3444456619,8603.9,2621.17,False
10207,289710197,8634.42,2602.19,False
10208,3444478472,8547.45,2656.26,False
10209,3444456619,8603.9,2621.17,False
10210,289710225,8531.67,2666.08,False
10211,3444478472,8547.45,2656.26,False
10212,472447613,9223.64,1616.72,False
10213,92629197,9340.57,1620.56,False
10214,289710258,9099.38,1639.82,False
10215,472447613,9223.64,1616.72,False
10216,414267408,9547.88,1403.96,False
10217,7294444485,9416.97,1410.63,False
10218,7625890802,9558.59,1504.68,False
10219,414267408,9547.88,1403.96,False
10220,7701625231,9558.14,1515.76,False
10221,7625890802,9558.59,1504.68,False
10222,7625890794,9556.06,1565.91,False
10223,7701625231,9558.14,1515.76,False
10224,2113717437,9552.81,1613.75,False
10225,7625890794,9556.06,1565.91,False
10226,2113717443,9539.1,1625.03,False
10227,2113717437,9552.81,1613.75,False
10228,92629197,9340.57,1620.56,False
10229,2113717443,9539.1,1625.03,False
10230,3446450852,9443.25,2907.15,False
10231,cluster_3411471006_3446450855,9515.91,2990.2,False
10232,cluster_289710271_3359327363_3411470997,9449.7,2886.87,False
10233,3446450852,9443.25,2907.15,False
10234,1067415606,9580.45,2853.45,False
10235,cluster_289710276_3359328505_3450556275_414259137,9556.73,2919.38,False
10236,289710275,9615.12,2746.19,False
10237,1067415606,9580.45,2853.45,False
10238,cluster_289710278_3450556284,9635.35,2691.98,False
10239,289710275,9615.12,2746.19,False
10240,cluster_7625669943_7625669944,9643.75,2667.35,False
10241,cluster_289710278_3450556284,9635.35,2691.98,False
10242,cluster_3411464739_3450557000,9727.31,2524.72,False
10243,cluster_7625669943_7625669944,9643.75,2667.35,False
10244,cluster_3411464738_3450556997,9772.92,2486.85,False
10245,cluster_3411464739_3450557000,9727.31,2524.72,False
10246,cluster_3450556279_3450556280,9796.03,2479.92,False
10247,cluster_3411464738_3450556997,9772.92,2486.85,False
10248,cluster_289710289_3450556277_3450557008,9845.11,2467.18,False
10249,cluster_3450556279_3450556280,9796.03,2479.92,False
10250,289710300,9801.68,2754.63,False
10251,cluster_289710278_3450556284,9635.35,2691.98,False
10252,3147003072,9820.87,2772.52,False
10253,289710300,9801.68,2754.63,False
10254,289710300,9801.68,2754.63,False
10255,3147003072,9820.87,2772.52,False
10256,289881752,5670.51,5146.75,False
10257,cluster_1833965751_1834001707_289881751_310445006_362632991_4400462981,5684.16,5089.09,False
10258,cluster_1637111620_289881753,5664.2,5241.27,False
10259,289881752,5670.51,5146.75,False
10260,271780148,5753.03,5250.1,False
10261,289881756,5762.2,5155.59,False
10262,703495342,5579.8,5088.7,False
10263,cluster_289881759_310446241_4400462979,5586.03,5056.22,False
10264,703495351,5650.77,5144.85,False
10265,cluster_703495350_969209281,5634.07,5143.25,False
10266,289881752,5670.51,5146.75,False
10267,703495351,5650.77,5144.85,False
10268,969209310,5690.17,5148.64,False
10269,289881752,5670.51,5146.75,False
10270,969209322,5708.79,5150.44,False
10271,969209310,5690.17,5148.64,False
10272,969209351,5726.35,5152.13,False
10273,969209322,5708.79,5150.44,False
10274,969209336,5743.99,5153.83,False
10275,969209351,5726.35,5152.13,False
10276,289881756,5762.2,5155.59,False
10277,969209336,5743.99,5153.83,False
10278,1196936363,5767.53,5136.33,False
10279,289881756,5762.2,5155.59,False
10280,969209335,5769.04,5120.28,False
10281,1196936363,5767.53,5136.33,False
10282,cluster_1031989147_271886070_362632993_4400462984,5775.11,5086.27,False
10283,969209335,5769.04,5120.28,False
10284,cluster_289881755_289881758_703495347,5575.23,5137.57,False
10285,703495342,5579.8,5088.7,False
10286,cluster_703495348_969209320,5599.02,5139.87,False
10287,cluster_289881755_289881758_703495347,5575.23,5137.57,False
10288,cluster_703495349_969209309,5616.46,5141.55,False
10289,cluster_703495348_969209320,5599.02,5139.87,False
10290,cluster_703495350_969209281,5634.07,5143.25,False
10291,cluster_703495349_969209309,5616.46,5141.55,False
10292,cluster_290100050_290100140,6244.52,3977.36,False
10293,cluster_1442150396_1834171725_290100048_7616444540,6227.01,3947.99,False
10294,290100054,6356.39,3993.98,False
10295,cluster_290100050_290100140,6244.52,3977.36,False
10296,1433119620,6374.65,3996.04,False
10297,290100054,6356.39,3993.98,False
10298,290100059,6405.94,3999.55,False
10299,1433119620,6374.65,3996.04,False
10300,290100060,6420.28,3988.48,False
10301,290100059,6405.94,3999.55,False
10302,cluster_25634127_3048861109_3048861123,6972.32,4415.56,False
10303,cluster_25634123_3048861110_3048861133,7034.08,4394.76,False
10304,290102663,6825.87,4419.4,False
10305,cluster_1448519127_290102637,6849.35,4413.18,False
10306,1541227922,6838.37,4349.63,False
10307,290102663,6825.87,4419.4,False
10308,530612662,6848.58,4331.23,False
10309,1541227922,6838.37,4349.63,False
10310,290102672,6811.62,4423.64,False
10311,290102663,6825.87,4419.4,False
10312,290102675,6779.23,4422.81,False
10313,290102672,6811.62,4423.64,False
10314,290102673,6740.97,4420.44,False
10315,290102675,6779.23,4422.81,False
10316,1541227937,6770.62,4361.61,False
10317,290102677,6777.97,4365.22,False
10318,290102682,6751.1,4358.45,False
10319,1541227937,6770.62,4361.61,False
10320,290102680,6739.21,4318.57,False
10321,290102682,6751.1,4358.45,False
10322,290102682,6751.1,4358.45,False
10323,290102680,6739.21,4318.57,False
10324,cluster_25634123_3048861110_3048861133,7034.08,4394.76,False
10325,cluster_25634107_25634111_3048861127_3048861159,6975.85,4358.43,False
10326,2703940989,7911.01,4532.54,False
10327,260470955,7910.2,4713.07,False
10328,2703940993,8317.76,4554.48,False
10329,2703940989,7911.01,4532.54,False
10330,1333636221,7730.96,4598.08,False
10331,2703940989,7911.01,4532.54,False
10332,188946517,9864.05,6805.24,False
10333,cluster_188946510_291573403_291573404,9905.67,6792.22,False
10334,291072535,9442.68,6707.06,False
10335,cluster_291072533_4244268616,9447.05,6721.27,False
10336,291072536,9465.86,6698.82,False
10337,291072535,9442.68,6707.06,False
10338,cluster_2439686610_4244268602,9517.25,6656.13,False
10339,291072536,9465.86,6698.82,False
10340,291072537,9463.45,6692.65,False
10341,291072536,9465.86,6698.82,False
10342,2478391881,9459.09,6602.68,False
10343,cluster_2439686608_287151095_287151679_291407932_4244268528_4244268552,9492.18,6602.82,False
10344,4244268563,9408.37,6618.82,False
10345,2478391881,9459.09,6602.68,False
10346,4244268556,9394.97,6611.88,False
10347,4244268563,9408.37,6618.82,False
10348,cluster_291407944_291407964_4244268164_4244268173_4244268176_4244268489_4244268494,9373.5,6558.8,False
10349,4244268556,9394.97,6611.88,False
10350,291407968,9373.3,6598.08,False
10351,cluster_291407944_291407964_4244268164_4244268173_4244268176_4244268489_4244268494,9373.5,6558.8,False
10352,291407972,9289.72,6626.54,False
10353,291407968,9373.3,6598.08,False
10354,cluster_291407975_4244268517_4244268527_4244268541,9283.19,6589.03,False
10355,291407972,9289.72,6626.54,False
10356,514391331,10184.91,7455.65,False
10357,291407979,10197.45,7451.8,False
10358,503262754,7119.43,1078.0,False
10359,456019841,7038.69,1353.51,False
10360,465656288,7123.9,1062.0,False
10361,503262754,7119.43,1078.0,False
10362,613103868,7136.52,1018.27,False
10363,465656288,7123.9,1062.0,False
10364,291684453,9378.95,6614.03,False
10365,291407968,9373.3,6598.08,False
10366,291407972,9289.72,6626.54,False
10367,291684453,9378.95,6614.03,False
10368,292226032,2620.01,5785.22,False
10369,cluster_292226037_292226039_292226040_292226063,2658.94,5744.71,False
10370,292226052,2500.46,5937.35,False
10371,292226047,2520.98,5929.73,False
10372,292226047,2520.98,5929.73,False
10373,292226052,2500.46,5937.35,False
10374,3991790662,2551.55,5891.17,False
10375,292226047,2520.98,5929.73,False
10376,cluster_292226036_292226060_292226062_961648299,2712.62,5785.58,False
10377,292226032,2620.01,5785.22,False
10378,cluster_292226057_3991790055,2562.04,5858.13,False
10379,292226041,2571.79,5865.62,False
10380,cluster_292226037_292226039_292226040_292226063,2658.94,5744.71,False
10381,cluster_292226036_292226060_292226062_961648299,2712.62,5785.58,False
10382,cluster_292226037_292226039_292226040_292226063,2658.94,5744.71,False
10383,cluster_320621278_961648350,2767.96,5620.96,False
10384,3991790043,2592.7,5685.42,False
10385,cluster_1211777284_292226065,2614.66,5702.08,False
10386,cluster_1434862813_1500083118_292226066,2578.07,5672.24,False
10387,3991790043,2592.7,5685.42,False
10388,273906290,3898.55,4628.29,False
10389,273906281,3883.14,4552.28,False
10390,273906286,3923.89,4748.19,False
10391,273906290,3898.55,4628.29,False
10392,243636103,3936.32,4804.99,False
10393,273906286,3923.89,4748.19,False
10394,322888900,3943.03,4832.72,False
10395,243636103,3936.32,4804.99,False
10396,1500083051,3944.09,4836.97,False
10397,322888900,3943.03,4832.72,False
10398,273906289,3948.68,4855.35,False
10399,1500083051,3944.09,4836.97,False
10400,273906281,3883.14,4552.28,False
10401,273906283,3927.66,4554.54,False
10402,273892506,3762.03,4283.89,False
10403,273892493,3795.46,4341.44,False
10404,273892504,3717.44,4277.72,False
10405,273892506,3762.03,4283.89,False
10406,273892500,3672.73,4269.75,False
10407,273892504,3717.44,4277.72,False
10408,cluster_1171190215_273892502,3629.87,4254.74,False
10409,273892500,3672.73,4269.75,False
10410,273892500,3672.73,4269.75,False
10411,273892501,3647.79,4310.99,False
10412,276432844,7621.34,7358.71,False
10413,cluster_276432843_287100779,7663.97,7371.61,False
10414,31022165,8546.45,5532.59,False
10415,473604058,8536.04,5568.97,False
10416,279299817,8099.29,5415.88,False
10417,25579781,8014.26,5410.17,False
10418,cluster_1389744657_1791639531_243780145,2169.54,6044.31,False
10419,2720980203,2098.66,6049.42,False
10420,760642519,2266.66,6009.35,False
10421,1840078004,2246.57,6016.73,False
10422,30503265,2322.8,5977.05,False
10423,760642519,2266.66,6009.35,False
10424,cluster_1389744657_1791639531_243780145,2169.54,6044.31,False
10425,cluster_1389744897_357993936,2166.85,6115.52,False
10426,7631074638,6116.25,5345.29,False
10427,2721006902,6178.05,5342.37,False
10428,267517485,5983.23,5351.23,False
10429,7631074638,6116.25,5345.29,False
10430,267517510,5839.27,5392.94,False
10431,267517485,5983.23,5351.23,False
10432,cluster_267517523_4215915459,5651.7,5445.46,False
10433,267517510,5839.27,5392.94,False
10434,283156284,5617.43,5442.79,False
10435,cluster_267517523_4215915459,5651.7,5445.46,False
10436,371774881,5463.06,5345.2,False
10437,283156284,5617.43,5442.79,False
10438,2721006902,6178.05,5342.37,False
10439,1540767902,6195.87,5342.27,False
10440,cluster_1540767879_1540767896_1540767903_2118007010_271666614_335551641_3836171504_3836171505_98101360,6241.3,5330.73,False
10441,271783509,6206.75,5265.32,False
10442,cluster_3836171491_3836171493,6304.66,5270.72,False
10443,792810666,6369.96,5168.05,False
10444,98101354,6280.14,5304.44,False
10445,cluster_3836171491_3836171493,6304.66,5270.72,False
10446,2131136683,6430.12,2915.44,False
10447,2721404593,6421.39,2946.37,False
10448,2131136661,6435.05,2897.31,False
10449,2131136683,6430.12,2915.44,False
10450,472439090,6439.1,2883.53,False
10451,2131136661,6435.05,2897.31,False
10452,2131136618,6455.53,2826.63,False
10453,472439090,6439.1,2883.53,False
10454,288571320,6473.33,2764.97,False
10455,2131136618,6455.53,2826.63,False
10456,1723604833,6496.31,2686.3,False
10457,288571320,6473.33,2764.97,False
10458,288571401,6510.69,2634.62,False
10459,1723604833,6496.31,2686.3,False
10460,248829214,6909.83,1319.87,False
10461,2721404590,6896.78,1348.07,False
10462,2108719911,6924.4,1291.69,False
10463,248829214,6909.83,1319.87,False
10464,2108719891,6947.4,1246.71,False
10465,2108719911,6924.4,1291.69,False
10466,493667140,6973.92,1195.93,False
10467,2108719891,6947.4,1246.71,False
10468,7282938089,7000.8,1142.71,False
10469,493667140,6973.92,1195.93,False
10470,7282938101,7006.15,1131.44,False
10471,7282938089,7000.8,1142.71,False
10472,7282938093,7022.07,1100.22,False
10473,7282938101,7006.15,1131.44,False
10474,266354472,7050.29,1044.87,False
10475,7282938093,7022.07,1100.22,False
10476,2721404589,7108.23,921.3,False
10477,266354472,7050.29,1044.87,False
10478,2721404592,6679.64,1858.41,False
10479,699806341,6671.25,1878.14,False
10480,2129156297,6684.77,1845.14,False
10481,2721404592,6679.64,1858.41,False
10482,2108719814,7122.68,890.72,False
10483,2721404589,7108.23,921.3,False
10484,cluster_21532591_2337351188,7129.46,869.85,False
10485,2108719814,7122.68,890.72,False
10486,gneJ121,6849.36,1454.36,False
10487,2721404591,6836.13,1483.72,False
10488,cluster_148517293_2108758054,6867.66,1412.16,False
10489,gneJ121,6849.36,1454.36,False
10490,2721404590,6896.78,1348.07,False
10491,cluster_148517293_2108758054,6867.66,1412.16,False
10492,288571396,6416.36,2964.39,False
10493,cluster_30965800_30965801_310452687,6393.6,3034.64,False
10494,2721404593,6421.39,2946.37,False
10495,288571396,6416.36,2964.39,False
10496,2129028150,6367.82,3108.0,False
10497,2129028155,6364.28,3119.54,False
10498,cluster_30965800_30965801_310452687,6393.6,3034.64,False
10499,2129028150,6367.82,3108.0,False
10500,cluster_2108719632_2108719645_2337351143_249398320_308906206_7707481398,7210.72,654.56,False
10501,2108719685,7185.08,771.13,False
10502,292572191,4466.45,5980.87,False
10503,292572181,4379.65,5926.01,False
10504,2162856498,4562.51,5833.56,False
10505,292578363,4580.84,5789.52,False
10506,1528614495,4542.62,5878.82,False
10507,2162856498,4562.51,5833.56,False
10508,1528614506,4518.33,5923.96,False
10509,1528614495,4542.62,5878.82,False
10510,7290161189,4512.36,5930.51,False
10511,1528614506,4518.33,5923.96,False
10512,5794578371,4502.34,5941.52,False
10513,7290161189,4512.36,5930.51,False
10514,292578393,4483.7,5961.98,False
10515,5794578371,4502.34,5941.52,False
10516,292572191,4466.45,5980.87,False
10517,292578393,4483.7,5961.98,False
10518,2065264744,4549.3,6032.81,False
10519,292572191,4466.45,5980.87,False
10520,1916664431,4557.71,6039.44,False
10521,2065264744,4549.3,6032.81,False
10522,292572192,4568.82,6049.19,False
10523,1916664431,4557.71,6039.44,False
10524,683260864,4623.71,6096.94,False
10525,292572192,4568.82,6049.19,False
10526,292572193,4677.33,6144.72,False
10527,683260864,4623.71,6096.94,False
10528,292572194,4731.42,6191.63,False
10529,292572193,4677.33,6144.72,False
10530,292578419,4780.75,5946.9,False
10531,292572193,4677.33,6144.72,False
10532,1840464441,4781.08,5890.74,False
10533,292578419,4780.75,5946.9,False
10534,292578428,4782.89,5850.63,False
10535,1840464441,4781.08,5890.74,False
10536,292578431,4792.24,5810.25,False
10537,292578428,4782.89,5850.63,False
10538,7287143032,4803.63,5753.32,False
10539,292578431,4792.24,5810.25,False
10540,gneJ226,4807.57,5677.27,False
10541,7287143032,4803.63,5753.32,False
10542,1840510349,4692.97,6394.45,False
10543,292588757,4685.12,6397.65,False
10544,292580629,4773.23,6337.81,False
10545,1840510349,4692.97,6394.45,False
10546,292580630,4857.73,6268.88,False
10547,292580629,4773.23,6337.81,False
10548,292580631,4934.74,6198.69,False
10549,292580630,4857.73,6268.88,False
10550,1916658405,4986.8,6138.39,False
10551,292580631,4934.74,6198.69,False
10552,5287644599,4991.3,6131.31,False
10553,1916658405,4986.8,6138.39,False
10554,1916658404,4995.61,6124.54,False
10555,5287644599,4991.3,6131.31,False
10556,cluster_1916664432_497590089,5006.19,6115.63,False
10557,1916658404,4995.61,6124.54,False
10558,3603265999,4690.77,6274.29,False
10559,292580629,4773.23,6337.81,False
10560,292572196,4662.83,6252.34,False
10561,3603265999,4690.77,6274.29,False
10562,292581823,4801.03,6098.96,False
10563,292580631,4934.74,6198.69,False
10564,292581824,4823.0,6233.0,False
10565,292580630,4857.73,6268.88,False
10566,292581825,4790.31,6200.99,False
10567,292581824,4823.0,6233.0,False
10568,292581826,4755.65,6167.31,False
10569,292581825,4790.31,6200.99,False
10570,292581824,4823.0,6233.0,False
10571,292581825,4790.31,6200.99,False
10572,7289177609,4604.64,6307.91,False
10573,292584327,4551.55,6375.37,False
10574,7289177603,4633.65,6277.52,False
10575,7289177609,4604.64,6307.91,False
10576,292572196,4662.83,6252.34,False
10577,7289177603,4633.65,6277.52,False
10578,292572194,4731.42,6191.63,False
10579,292572196,4662.83,6252.34,False
10580,7610014933,5107.61,5924.42,False
10581,cluster_2046445399_674241651,5130.76,5930.98,False
10582,292588756,4558.79,6132.05,False
10583,292572192,4568.82,6049.19,False
10584,214620430,7261.91,3642.21,False
10585,2723869557,7326.31,3602.09,False
10586,3136993104,7189.9,3684.0,False
10587,2723869558,7195.83,3680.4,False
10588,7285033892,7080.19,3747.75,False
10589,3136993104,7189.9,3684.0,False
10590,3136993100,7032.95,3775.2,False
10591,7285033892,7080.19,3747.75,False
10592,gneJ286,6964.71,3814.52,False
10593,3136993100,7032.95,3775.2,False
10594,cluster_3379435678_3379435680_3379435682_427703832,7642.14,3402.17,False
10595,cluster_21532622_3371704901_3379435671_538429308,7695.7,3369.7,False
10596,cluster_3379435684_427703830,7582.83,3440.53,False
10597,cluster_3379435678_3379435680_3379435682_427703832,7642.14,3402.17,False
10598,cluster_3379435687_427703824,7555.39,3458.79,False
10599,cluster_3379435684_427703830,7582.83,3440.53,False
10600,212346563,7542.73,3472.97,False
10601,cluster_3379435687_427703824,7555.39,3458.79,False
10602,cluster_2107073215_5091467635,7364.57,3579.56,False
10603,212346563,7542.73,3472.97,False
10604,2723869557,7326.31,3602.09,False
10605,cluster_2107073215_5091467635,7364.57,3579.56,False
10606,613031556,6654.62,2719.12,False
10607,456019858,6664.07,2685.25,False
10608,2687579522,6602.25,2898.64,False
10609,613031556,6654.62,2719.12,False
10610,465188418,6594.7,2923.57,False
10611,2687579522,6602.25,2898.64,False
10612,7477628722,4608.52,3884.45,False
10613,cluster_266385647_316863412,4651.45,3914.27,False
10614,cluster_253870918_336359441,4473.71,3847.18,False
10615,7477628722,4608.52,3884.45,False
10616,cluster_2384505360_255881251,4029.14,3704.62,False
10617,cluster_253870918_336359441,4473.71,3847.18,False
10618,307624677,3520.05,3702.67,False
10619,279551430,3580.23,3700.99,False
10620,293184410,6065.95,3455.06,False
10621,293184392,5998.2,3477.8,False
10622,1637705237,6075.28,3453.02,False
10623,293184410,6065.95,3455.06,False
10624,293184415,6106.71,3452.27,False
10625,1637705237,6075.28,3453.02,False
10626,293184417,6124.12,3465.38,False
10627,293184415,6106.71,3452.27,False
10628,293184419,6146.74,3455.52,False
10629,293184417,6124.12,3465.38,False
10630,cluster_1197035304_1197035464_386797029_7628563995_7628563997_7628563999_7628564001_7628564002_7628564003_7628564004_7628564005_7628564006,6184.17,3400.11,False
10631,293184419,6146.74,3455.52,False
10632,1664159097,2365.07,4463.5,False
10633,293591378,2446.03,4429.49,False
10634,1568355673,2255.87,4541.05,False
10635,1664159097,2365.07,4463.5,False
10636,409753671,1506.03,4591.83,False
10637,1568355673,2255.87,4541.05,False
10638,cluster_1407203091_1407203121,7743.02,7579.95,False
10639,cluster_306435648_309313127,7869.98,7286.31,False
10640,307622220,4857.23,3738.3,False
10641,294102563,4785.44,3767.33,False
10642,294102571,4893.08,3811.38,False
10643,307622220,4857.23,3738.3,False
10644,1359703130,10139.15,2296.64,False
10645,811927707,10120.7,2309.92,False
10646,1359703158,10207.59,2321.97,False
10647,1359703130,10139.15,2296.64,False
10648,1359703185,10228.38,2330.07,False
10649,1359703158,10207.59,2321.97,False
10650,1359703154,10133.73,2312.82,False
10651,1359703185,10228.38,2330.07,False
10652,811927707,10120.7,2309.92,False
10653,1359703154,10133.73,2312.82,False
10654,2734928649,10335.59,2344.41,False
10655,2734928659,10430.0,2397.02,False
10656,2734928651,10330.09,2360.07,False
10657,2734928649,10335.59,2344.41,False
10658,2734928659,10430.0,2397.02,False
10659,2734928651,10330.09,2360.07,False
10660,2734928660,10450.71,2404.72,False
10661,2734928659,10430.0,2397.02,False
10662,2734928661,10485.32,2417.59,False
10663,2734928660,10450.71,2404.72,False
10664,2734928662,10444.99,2420.8,False
10665,2734928660,10450.71,2404.72,False
10666,2734928651,10330.09,2360.07,False
10667,2734928649,10335.59,2344.41,False
10668,2734928655,10324.46,2376.07,False
10669,2734928651,10330.09,2360.07,False
10670,2734928655,10324.46,2376.07,False
10671,811927936,10244.01,2345.39,False
10672,2734928662,10444.99,2420.8,False
10673,2734928655,10324.46,2376.07,False
10674,7549511693,10516.41,2454.64,False
10675,2734928662,10444.99,2420.8,False
10676,288571400,6347.74,2601.55,False
10677,288571321,6373.84,2604.39,False
10678,288571310,6244.81,2595.89,False
10679,288571400,6347.74,2601.55,False
10680,cluster_1834196065_288571309,6220.34,2596.0,False
10681,288571310,6244.81,2595.89,False
10682,2109053907,6170.57,2596.64,False
10683,cluster_1834196065_288571309,6220.34,2596.0,False
10684,288571399,6106.61,2583.85,False
10685,2109053907,6170.57,2596.64,False
10686,2483879417,5776.73,3606.3,False
10687,377117697,5684.42,3638.17,False
10688,387280932,5521.21,4398.7,False
10689,268397453,5531.09,4328.62,False
10690,cluster_2358496771_2362441510_267391862,6287.19,4700.43,False
10691,cluster_1438846516_267391863,6278.72,4649.77,False
10692,365528642,8670.29,6340.84,False
10693,310998531,9659.22,6178.79,False
10694,279460050,8454.47,6181.1,False
10695,365528642,8670.29,6340.84,False
10696,279460044,8426.06,6156.67,False
10697,279460050,8454.47,6181.1,False
10698,477968861,8346.94,6580.14,False
10699,478067705,8280.24,6533.2,False
10700,279459988,8471.95,6668.28,False
10701,477968861,8346.94,6580.14,False
10702,611817367,5781.91,6237.07,False
10703,534434308,6119.44,5775.22,False
10704,611817350,5752.59,6278.99,False
10705,611817367,5781.91,6237.07,False
10706,1347589602,5730.53,6310.06,False
10707,611817350,5752.59,6278.99,False
10708,1407202529,8073.68,7144.98,False
10709,280299392,8273.45,7182.26,False
10710,306435650,7982.11,7109.25,False
10711,1407202529,8073.68,7144.98,False
10712,309313270,7937.61,7092.43,False
10713,306435650,7982.11,7109.25,False
10714,249720696,7899.11,7081.53,False
10715,309313270,7937.61,7092.43,False
10716,1449162852,7865.39,7076.94,False
10717,249720696,7899.11,7081.53,False
10718,306435653,7812.37,7073.89,False
10719,1449162852,7865.39,7076.94,False
10720,1449162849,7764.33,7072.97,False
10721,306435653,7812.37,7073.89,False
10722,1449162851,7736.75,7072.45,False
10723,1449162849,7764.33,7072.97,False
10724,249720697,7623.42,7065.06,False
10725,1449162851,7736.75,7072.45,False
10726,281464960,1902.36,8010.21,False
10727,281464963,1813.11,8065.31,False
10728,281464959,1925.6,8023.0,False
10729,281464960,1902.36,8010.21,False
10730,281464997,2012.72,7708.82,False
10731,281464995,2036.83,7691.43,False
10732,1612271437,1994.88,7727.15,False
10733,281464997,2012.72,7708.82,False
10734,1612271452,1950.97,7765.98,False
10735,1612271437,1994.88,7727.15,False
10736,281465002,1894.8,7812.0,False
10737,1612271452,1950.97,7765.98,False
10738,7728324409,1867.86,7829.98,False
10739,281465002,1894.8,7812.0,False
10740,281464957,1822.73,7886.26,False
10741,7728324409,1867.86,7829.98,False
10742,cluster_1515873771_911171416,3140.27,6683.36,False
10743,1509832050,3135.78,6656.85,False
10744,26423909,4052.72,7478.38,False
10745,26423908,4042.61,7534.77,False
10746,26423912,4064.17,7416.59,False
10747,26423909,4052.72,7478.38,False
10748,cluster_1496549481_7625457167,5821.16,5997.17,False
10749,2779765461,5782.79,6027.22,False
10750,7692758096,5753.02,6036.59,False
10751,2779765482,5744.73,6037.37,False
10752,2779765461,5782.79,6027.22,False
10753,7692758096,5753.02,6036.59,False
10754,gneJ428,6471.38,6424.38,False
10755,cluster_2089221809_2089221812,6611.09,6270.51,False
10756,309315100,5604.59,7692.55,False
10757,1690262736,5687.4,7664.94,False
10758,417057884,2587.88,7743.83,False
10759,1406265673,2959.23,7822.59,False
10760,1690262736,5687.4,7664.94,False
10761,861273046,5801.5,7636.62,False
10762,417067506,3724.12,7624.12,False
10763,417067464,3673.06,7324.84,False
10764,661215818,6706.86,6700.85,False
10765,2318244688,6778.58,6686.29,False
10766,286649224,6755.5,6038.64,False
10767,gneJ57,6770.22,6107.8,False
10768,gneJ57,6770.22,6107.8,False
10769,361133075,6772.9,6126.96,False
10770,cluster_248066506_282476637,6734.07,5956.25,False
10771,286649224,6755.5,6038.64,False
10772,248066503,6608.52,5738.39,False
10773,1648714855,6652.04,5791.18,False
10774,282476636,6711.19,5895.45,False
10775,cluster_248066506_282476637,6734.07,5956.25,False
10776,1648736904,6706.98,5886.92,False
10777,282476636,6711.19,5895.45,False
10778,1648693465,6694.7,5863.0,False
10779,1648736904,6706.98,5886.92,False
10780,cluster_1648714869_286678018_3119030083,6670.56,5819.53,False
10781,1648693465,6694.7,5863.0,False
10782,1648714855,6652.04,5791.18,False
10783,cluster_1648714869_286678018_3119030083,6670.56,5819.53,False
10784,286649227,6541.19,5990.44,False
10785,286649226,6591.61,6003.34,False
10786,2794890742,6536.28,6005.54,False
10787,286649227,6541.19,5990.44,False
10788,1649102211,6545.35,5977.84,False
10789,286649227,6541.19,5990.44,False
10790,286649229,6474.91,5965.34,False
10791,1649102211,6545.35,5977.84,False
10792,2794890777,6526.72,6032.37,False
10793,2794890742,6536.28,6005.54,False
10794,305058392,7230.9,6552.93,False
10795,304835911,7250.72,6619.96,False
10796,308991933,7226.54,6527.38,False
10797,305058392,7230.9,6552.93,False
10798,308992299,7222.22,6496.86,False
10799,308991933,7226.54,6527.38,False
10800,279202163,7181.73,6437.78,False
10801,308992299,7222.22,6496.86,False
10802,305054763,7153.49,6338.42,False
